9.06,3.71,3.70,4.66,12.00,392.46,388.82,0.21,0.01,781273.87
9.13,3.85,3.71,4.65,12.00,437.41,393.00,0.81,0.11,830404.31
9.20,4.00,3.74,4.64,0.00,486.00,401.38,0.74,0.21,887381.56
9.27,4.14,3.77,4.64,0.00,530.23,412.85,0.71,0.28,943084.00
9.33,4.04,3.77,4.64,0.00,497.48,413.10,0.75,0.20,910580.87
9.40,3.70,3.82,4.69,12.00,387.60,426.89,-0.82,-0.09,814497.37
9.47,3.62,3.81,1.17,12.00,362.29,425.62,-0.78,-0.15,787909.18
9.54,3.74,3.82,0.27,12.00,400.86,429.25,-0.80,-0.07,830111.50
9.60,3.95,3.78,0.13,12.00,469.76,413.19,0.79,0.14,882955.37
9.67,4.03,3.81,0.05,10.42,494.10,423.23,0.77,0.17,917334.93
9.74,4.18,3.80,3.67,0.00,542.70,421.55,0.71,0.29,964248.37
9.81,4.20,3.83,4.43,0.00,550.80,430.73,0.71,0.28,981525.12
9.87,3.98,3.83,4.61,12.00,478.26,431.82,0.81,0.11,910074.12
9.94,3.76,3.82,4.66,12.00,407.25,429.30,-0.75,-0.05,836548.56
10.01,3.82,3.83,4.66,12.00,429.30,429.36,-0.00,-0.00,858655.25
10.08,3.98,3.85,4.66,12.00,477.93,437.40,0.82,0.09,915331.62
10.14,4.07,3.88,4.64,12.00,510.20,445.50,0.79,0.15,955704.87
10.21,4.24,3.88,4.65,0.00,565.06,445.50,0.72,0.27,1010560.12
10.28,4.30,3.90,4.64,0.00,583.20,453.66,0.71,0.29,1036863.37
10.35,4.07,3.95,4.66,12.00,510.30,469.66,0.82,0.09,979957.37
10.41,3.80,3.90,4.65,12.00,421.20,454.03,-0.81,-0.07,875227.56
10.48,3.87,3.90,4.65,12.00,445.49,453.60,-0.38,-0.02,899092.12
10.55,4.05,3.93,4.64,12.00,502.19,461.70,0.82,0.09,963892.00
10.62,4.09,3.94,4.65,12.00,513.94,466.62,0.82,0.10,980567.06
10.68,4.27,3.96,4.65,0.00,575.01,471.57,0.74,0.22,1046578.50
10.75,4.34,3.93,4.64,0.00,595.20,463.47,0.71,0.28,1058669.12
10.82,4.07,4.00,4.64,12.00,510.30,485.41,0.75,0.05,995714.06
10.89,3.81,3.98,4.64,12.00,423.36,477.90,-0.81,-0.11,901261.50
10.96,3.93,3.95,4.64,12.00,461.70,469.83,-0.37,-0.02,931531.62
11.02,4.10,3.97,4.65,12.00,518.40,476.80,0.82,0.09,995199.37
11.09,4.14,3.99,4.65,12.00,532.09,484.13,0.82,0.10,1016221.37
11.16,4.29,4.03,4.65,8.38,579.98,494.10,0.76,0.17,1074077.37
11.23,4.36,4.03,4.64,0.00,604.21,494.10,0.74,0.22,1098306.12
11.29,4.33,4.05,4.65,7.17,591.30,502.12,0.76,0.18,1093420.87
11.36,4.13,4.07,4.65,12.00,529.14,510.25,0.65,0.04,1039389.12
11.43,4.07,4.06,4.64,12.00,510.27,505.89,0.19,0.01,1016158.00
11.50,4.18,4.05,4.65,12.00,543.29,502.20,0.82,0.08,1045486.00
11.56,4.23,4.13,4.69,12.00,560.64,528.06,0.79,0.06,1088701.75
11.63,4.34,4.17,4.70,12.00,595.46,542.64,0.82,0.10,1138101.50
11.70,4.37,4.15,4.70,12.00,605.86,534.60,0.79,0.13,1140461.12
11.77,4.48,4.14,4.66,0.00,639.90,530.06,0.74,0.21,1169962.87
11.83,4.50,4.18,4.65,1.42,648.84,542.71,0.75,0.20,1191547.12
11.90,4.34,4.20,4.64,12.00,597.27,550.80,0.82,0.08,1148070.00
11.97,4.02,4.18,4.64,12.00,492.30,542.70,-0.82,-0.09,1035002.68
12.04,4.04,4.13,4.64,12.00,499.17,529.63,-0.78,-0.06,1028795.06
12.10,4.24,4.17,4.65,12.00,563.71,539.91,0.71,0.04,1103619.00
12.17,4.30,4.18,4.64,12.00,583.20,542.70,0.81,0.07,1125900.12
12.24,4.35,4.20,4.64,12.00,599.40,550.80,0.82,0.09,1150199.87
12.31,4.45,4.20,4.64,12.00,631.80,550.80,0.78,0.15,1182599.75
12.37,4.49,4.23,4.64,12.00,645.03,558.90,0.78,0.15,1203930.75
12.44,4.53,4.25,4.64,12.00,656.10,567.00,0.78,0.16,1223100.00
12.51,4.59,4.28,4.64,7.82,676.07,575.10,0.76,0.18,1251168.75
