19.77,3.77,3.58,3.78,0.00,412.19,348.30,0.76,0.18
19.84,3.50,3.59,4.46,12.00,324.00,352.39,-0.82,-0.08
19.91,3.40,3.60,4.66,12.00,291.60,356.40,-0.76,-0.18
19.97,3.57,3.58,4.67,7.72,347.98,349.26,-0.08,-0.00
20.04,3.80,3.59,1.16,0.00,421.20,351.58,0.75,0.20
20.11,3.78,3.58,3.82,0.00,414.97,348.32,0.75,0.19
20.17,3.58,3.61,0.86,12.00,348.62,360.67,-0.61,-0.03
20.24,3.43,3.60,3.76,12.00,301.05,356.40,-0.78,-0.16
20.31,3.45,3.57,4.45,12.00,308.99,347.87,-0.81,-0.11
20.37,3.63,3.60,4.60,0.00,364.50,356.11,0.48,0.02
20.44,3.82,3.58,4.64,0.00,426.20,348.30,0.74,0.22
20.51,3.82,3.63,1.15,0.00,428.23,364.50,0.76,0.17
20.58,3.62,3.61,3.82,3.17,363.67,360.39,0.20,0.01
20.64,3.43,3.60,4.47,12.00,299.70,356.39,-0.78,-0.16
20.71,3.41,3.55,4.61,12.00,293.75,340.36,-0.79,-0.14
20.78,3.67,3.53,4.66,0.00,378.88,334.67,0.80,0.13
20.84,3.77,3.63,4.69,0.00,413.07,364.50,0.79,0.13
20.91,3.59,3.61,4.67,12.00,352.38,359.71,-0.42,-0.02
20.98,3.52,3.63,1.16,12.00,329.35,364.50,-0.82,-0.10
21.04,3.65,3.59,3.83,0.00,372.60,352.60,0.78,0.06
21.11,3.80,3.62,4.47,0.00,421.20,364.43,0.78,0.16
21.18,3.74,3.63,4.60,0.00,400.38,364.50,0.82,0.10
21.25,3.51,3.58,4.64,12.00,328.71,348.38,-0.77,-0.06
21.31,3.40,3.61,1.15,12.00,291.65,361.24,-0.75,-0.19
21.38,3.63,3.58,3.82,0.00,364.50,348.30,0.72,0.05
21.45,3.77,3.58,4.47,0.00,413.10,348.80,0.76,0.18
21.51,3.59,3.60,4.61,11.00,352.63,357.35,-0.29,-0.01
21.58,3.48,3.63,4.66,12.00,315.90,364.50,-0.79,-0.13
21.65,3.67,3.63,1.16,0.00,380.64,364.50,0.71,0.04
21.71,3.77,3.58,3.83,0.00,410.29,350.86,0.77,0.17
21.78,3.65,3.63,4.47,0.00,372.60,365.16,0.42,0.02
21.85,3.47,3.63,4.61,12.00,315.31,364.50,-0.79,-0.13
21.92,3.38,3.60,4.66,12.00,285.32,356.40,-0.75,-0.20
21.98,3.40,3.58,4.69,12.00,291.60,348.64,-0.77,-0.16
22.05,3.55,3.58,4.67,12.00,341.78,348.30,-0.39,-0.02
22.12,3.85,3.63,1.16,0.00,437.40,364.50,0.75,0.20
22.18,3.93,3.58,3.82,0.00,461.70,348.30,0.70,0.33
22.25,3.80,3.63,0.86,0.00,421.20,364.50,0.78,0.16
22.32,3.55,3.63,3.76,12.00,340.20,365.10,-0.81,-0.07
22.38,3.43,3.60,4.45,12.00,299.73,356.40,-0.78,-0.16
22.45,3.45,3.62,4.65,12.00,307.65,363.28,-0.78,-0.15
22.52,3.63,3.59,4.66,0.00,364.83,353.87,0.58,0.03
22.59,3.89,3.63,1.15,0.00,449.79,365.95,0.73,0.23
22.65,3.82,3.60,3.82,0.00,427.31,356.40,0.75,0.20
22.72,3.56,3.63,4.46,12.00,343.95,364.56,-0.77,-0.06
22.79,3.43,3.63,4.61,12.00,299.70,364.50,-0.76,-0.18
22.85,3.54,3.58,4.66,12.00,337.88,348.30,-0.57,-0.03
22.92,3.81,3.61,1.15,0.00,423.09,359.97,0.76,0.18
22.99,3.88,3.63,3.82,0.00,448.60,364.82,0.73,0.23
23.05,3.72,3.67,0.86,0.00,394.56,380.69,0.64,0.04
23.12,3.53,3.63,3.76,12.00,332.10,364.50,-0.82,-0.09
23.19,3.35,3.60,4.45,12.00,275.40,356.40,-0.73,-0.23
23.26,3.43,3.62,4.65,12.00,299.70,364.18,-0.76,-0.18
23.32,3.58,3.61,4.67,12.00,348.37,358.54,-0.55,-0.03
23.39,3.87,3.62,1.16,0.00,445.33,363.69,0.74,0.22
23.46,3.93,3.63,3.82,0.00,461.70,364.67,0.72,0.27
23.52,3.98,3.67,0.86,0.00,477.90,380.69,0.72,0.26
23.59,3.79,3.68,3.76,0.00,417.85,380.70,0.82,0.10
23.66,3.53,3.65,4.46,12.00,332.10,372.57,-0.81,-0.11
23.72,3.40,3.70,1.10,12.00,292.41,388.78,-0.72,-0.25
